,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Confabulations,0.21101691257262947,0.0020750035715996593,0.004768771653288477,0.08777353632853334,-0.006006959523757822,3.3329551056091483e-05,0.011917027404476276,0.06111118685729178,-0.005700778984619517,-0.010204666506518474,0.02861828789585455,0.004198366835609159,0.010695917461242564,-0.008458356949304413,0.3814379241863852,0.040573446066455764,-0.00258356097264687,-0.011554794595633447,-0.02100270098970997,-0.05422935966648978
Disorientation,0.576986393117785,0.023027298365263474,0.0038076197306128917,0.27874984439802875,0.014902494947258663,-0.025332478695616386,0.03989871466568418,0.09096607651488837,0.064232473281358,-0.003526077921883684,0.11707935513726947,0.00979700436258785,0.039053099513618406,0.06826043992722822,0.1504090392607845,-0.20385865270329123,-0.04423332186547469,0.01244594235666076,0.007475872712527539,0.017143305318690502
Wandering,0.12605974538535547,-0.0008396760149472858,-0.010249554638397744,0.35136140658606396,-0.012460928882546003,-9.122341017219278e-05,0.0016014944902101682,0.027962478781926123,0.07439865411862533,-0.006087782619436556,0.04982568773455055,-0.00428296899887243,0.032176460174377,-0.001070436294223251,0.09331402272879502,-0.040770900627496554,-0.028723977719427758,0.02493672330237293,-0.011545573817778931,-0.049401262422174276
Confusion,0.18573481438624886,0.052548809426291976,0.008340427975358505,0.16650938844913885,0.07751972637411735,0.05438764766372203,0.03283486253240434,0.14366029574598227,0.01492702717925176,0.04615660561848701,0.3284403142950342,0.03380745011259944,0.019557724297014766,0.07813780607277145,0.07734718658575708,-0.041650311974728675,0.07542935018641284,0.06944486502716751,0.03574520565617352,0.06827429666651548
Aphasia,0.1660193946767124,0.006260049171049565,0.013949685033878981,0.08832819539980874,0.017446520493436077,-0.01991879464045122,0.0006558800876042591,-0.009731672622252826,0.03699114723688423,-0.023379056276075536,0.033733176116003044,0.04048219445290352,0.5260556658472064,0.007319381075603204,0.007533059181096383,0.004391471777430998,-0.029050102184356844,0.04832480538878488,0.0027174343508276784,0.005370495133830488
Word_finding_problems,0.44826647241564244,0.056418043024388125,0.018865322545216993,0.04657100457393006,-0.01297041193469454,0.024767420858238205,-0.032260909704046443,0.0231762461766384,0.007721455224398377,0.0030440090787149437,0.06077843254206354,0.09320793326278447,0.19657378996687808,-0.018993458471922874,0.04348461942693965,0.0997978781418132,0.02100293411760475,0.07978100551493118,0.012837681351176423,0.07257813513822131
Language_impairment,0.30850718463025584,0.153043810935536,0.08703582187780771,0.0753931001065354,0.06533859274634922,0.009826932080761368,0.03484565936902217,0.007365424033131483,0.12197399903744924,0.03244414375357978,0.023556989437122446,0.3186725254675541,0.14439333162583926,0.019799735946950597,0.006411011166068607,0.16483983730388235,0.06252947489622601,0.08821221511934862,-0.002074864280590083,0.059081628465800715
Communication_problems,0.13578075368590217,0.037586356289262414,-0.010717721530055364,0.10419468634564714,0.11182838918996016,0.011156912894430951,-0.008480946540431359,0.007724136417828106,0.20505349769949097,-0.011570356008553566,0.008417880215050313,0.11623893421773203,0.10046467197263056,-0.00937798007560298,0.04126705854975985,0.1053366404500558,0.034220702277558905,0.04519484017360969,-0.03639959368044109,0.028867651070871397
Dysarthria,0.07093842638926541,0.1673209251115923,0.25215377590720606,-0.012004059985799268,0.006186386191325402,0.01201509940096376,-0.0031301844430124673,-0.011364531294172113,0.020162619393091802,0.11298706646468362,0.008305566533125123,0.37968681235576923,0.041627916124320166,0.031763283669509965,-0.01696627475658322,-0.011413532429945751,0.004411905389502888,-0.006302430051095958,-0.1350124511211861,0.013370518847619792
Apraxia,0.29232121893948465,0.06526663899078515,0.012577278203146145,0.16866566041189196,0.05595108750176894,0.027179909915202707,-0.014837662333291948,0.030043795808961903,0.07870785377730956,0.02161588053447355,0.012150498329042593,0.003957237588778248,0.3266534363912826,0.02035734686488279,0.051750538578905256,-0.04337915168957498,0.015395949045668282,0.012518487421474083,-0.009201506972250901,-0.01104394908385919
Executive_function_disorder,0.5091268829574644,0.06282002495360733,0.011670112712315626,0.09396412519828014,0.0003734555820454704,0.030381398462938386,0.05885125330432811,0.039080356348955486,-0.0029988338652617956,0.04612034724798831,-0.020444484973916294,0.007333644911979435,0.00730846017573729,-0.01590918701643688,0.011507235932390388,0.1584259371255101,0.07325611603850218,0.02566084878165709,0.00476774607228558,-0.11580884002018706
Concentration_problems,0.5326312360667164,0.09108217176580768,0.04251131787845766,0.053383375426649025,0.01811512840665998,0.10938154197190483,0.03865579418830469,0.0394192671935249,-0.0424083008912705,0.026763168331258268,0.016855310142202717,0.024213939673724882,-0.031547811214924025,0.009311158663469493,-0.03399171023252758,0.1097197937294839,0.04256063235912166,0.08419435599353314,0.01832743157785863,-0.1793218743839155
Disinhibition,0.16928597639343276,0.023285038152234684,0.023233284036145427,0.24414745756838702,0.0020787095634338926,0.034250615301445436,0.14953319410414218,0.017172748943248023,-0.00036696876618641234,0.03579723096187535,-0.020570504903062125,0.018844732067280778,0.014162448602436,0.012991455857358215,0.0039039638127371075,0.2641675566861317,0.00597863182086953,-0.040772163667265666,0.01826982286768832,-0.02047801103620585
Loss_of_decorum,0.1787731814096946,-0.0027940193064770035,-0.0033857513419950592,0.3758947287500937,0.08872663796698839,0.02797946991603272,0.06168257397113016,-0.027473576923700366,0.06698744314162254,-0.019576900787349166,-0.0014397795483111187,0.009674055748319635,-0.0008028265630426381,0.06972783792602058,0.049096138386610685,0.05024230203207295,0.041475205290456334,0.01647281159284265,-0.0432969862649341,0.059614095831986826
Apathy_inertia,0.34643642296015914,0.075983433145892,0.0005731648350821624,0.12131549678442538,0.04406872081531781,0.08764284473822444,0.018430897739164558,-0.01593091592537377,0.0562500230583643,0.01836378522084041,-0.07382553801986089,0.030589091175338274,0.02419837376545362,0.039635897881802974,-0.020535645060484754,0.08905419707197293,0.055069228254148755,-0.009830608749902185,-0.0031275924705184187,0.07264334718637876
Compulsive_behavior,0.2862740352544654,0.04349493442353568,0.0065925400813149106,0.3231644906658115,0.01606963764083258,0.06528221549006119,0.02358118578193056,-0.003096648988069237,0.017397310616314447,-0.016798604580394866,5.141021129684484e-05,0.07943512216354927,0.04424156793685578,0.017037144782611625,0.08702389164057248,0.24314930022128198,-0.02298054985897029,0.0028089805127372645,-0.012322251201618131,-0.07954828492392062
Hyperorality,0.08253512482458726,0.00242046137694164,0.00495295183465755,0.23019488063861634,0.006728908424848324,0.014117060616308501,0.001324164918382847,-0.030988267817936645,-0.011816026653536104,0.00038606176315394313,-0.03357363568951909,0.037170222052377765,-0.025762510745800687,0.0224951951385066,-0.010905165518388828,0.25421153090706855,-0.0041807932308401035,-0.026330894357862438,0.004520292146655468,0.022448005381472336
Changed_moods_emotions,0.23299737751086622,0.07378716237104425,0.03531486462532512,0.1478353800254464,0.05731161377048739,0.26505619745504483,0.11996381907650928,0.04339643838603865,0.04169635782224172,0.018171154771244025,-0.04586617407975656,0.04334723042430071,0.015201146720992636,0.029526018901531937,0.05519014679943415,0.12928187801372562,0.03827178637875265,0.020258948092393286,0.007838094236711909,0.03721863448319042
Agitation,0.09657665374149181,0.004054400027797806,-0.0002686177606677665,0.38976979513925625,0.05607649991449112,0.07177117663968462,0.05336288283558469,0.11390348984100845,-0.029401423231386822,0.05919443584357798,0.022594995570971825,0.022507894596532525,0.0487388252298524,0.023733774953738494,0.008238763258718838,0.04155414919837442,0.047488827193988635,-0.0172566209252763,0.036540969275883795,-0.07547544603598778
Aggressive_behavior,0.10872535523805596,0.012669057478357207,-0.022136701751479443,0.4011502433072393,0.048112127256502914,0.0676081981246744,0.059725012337419614,0.151857275392292,0.06803143762559641,0.035203678708106034,0.012780178664863579,-0.002879886100588961,0.06652778981327752,0.029020353062366274,-0.017267457540978796,0.019694929837905585,-0.046226732082258144,-0.016706686311054684,0.010288406505240145,0.0373556873203885
Stress,0.03326227821102637,0.027927162473588098,-0.001347237613585943,-0.015791759085731088,0.003770269789382932,0.18386953849752485,0.015757110974168483,0.020858384355155028,0.009655273345732095,-0.016944875288832234,0.0031551021048586677,-0.007160575082646205,-0.017353684293216886,-0.0018580758850252348,-0.012674142692343043,0.04650684500848,-0.01842354391465879,0.11832168189582656,0.01147181201973487,-0.01299323749198624
Anxiety,0.15216675604758997,0.055937745168419484,0.002580632782161486,0.19986583404975541,0.07922155801400803,0.30371420351866385,0.018834478222636706,0.11566848623145191,0.012162838230924263,-0.019261930601175717,0.04425121106213585,0.00303327147645495,0.03768582176953069,0.014539810818169678,-0.004306523503005047,-0.028969536460859313,0.08263714212604621,0.05345244257433471,-0.013424571452394573,-0.03087421321768474
Depressed_mood,0.15170781983071888,0.04166985227558959,0.0173786081902768,0.0971083848731278,0.023467730967613433,0.5040488495189483,0.17671739126234737,0.024572058833114793,0.014901323090698186,0.05117385076584906,-0.009696412196449098,-0.012946012814917893,0.03431403006412867,0.03395441727924924,0.011477434479189273,-0.0362074797995538,0.041798480496476186,-0.011185705692165945,-0.021869854053883524,0.01689437376010804
Suicidal_ideation,0.021433328877216166,-0.008848107611376728,0.001754133801600928,0.040684268999424476,0.013342445726128084,0.3059354317445651,0.22784132567008913,-0.03184821145909899,0.01788456189086749,-0.008236700614351652,0.02819356727590715,0.011754196827606325,-0.027904107675147092,0.005968142319711997,0.026257612575625127,-0.019810075398701204,0.003119538024537791,0.01764461806331981,0.0021824587452061355,0.01794317348146823
Mania,-0.0013431752415604358,-0.010898344215267688,-0.009070396479016394,0.024230709074161767,-0.0022986018335227672,0.10010479608989016,0.417669682726234,0.013727503880561655,-0.010826472724860134,0.048432031158740466,-0.039532516032035295,-0.029583953896997722,0.007568265723874871,-0.0070459398708685485,-0.00204480138440478,0.03463330596287549,0.03457142957331145,-0.02411594229600925,0.008802277800853912,0.013752651208045271
Psychosis,0.017033336280412568,0.02862335480704563,-0.005383532619022963,0.05377260354127023,0.025848770560869667,0.02960548130821376,0.37637612973577994,0.20237125996679078,0.005002390472366909,-0.004497664550447482,0.06193100674149336,-0.0005474097162037547,0.015679505358017116,-0.0012626248113827528,-0.006629860529195153,0.025558454450152087,-0.0037163120013242695,-0.010285868883771714,0.010094345227577524,-0.03570554115854975
Psychiatric_admissions,0.06457498864363323,0.01640009345304704,-0.009677618922543464,0.10444496330138903,-0.008378638609545741,0.10981825891261021,0.47875177533589086,0.026131686239039102,0.0016416171330662624,-0.057524531811211824,0.06345159546084293,0.019514331861081292,-0.024612653209161152,-0.01719104392303828,-0.007074684853163803,-0.014362638102713248,-0.019190104759555338,0.022851027241444808,-0.02671290774696411,0.006383409105887972
Paranoia_suspiciousness,0.1529041266270014,0.012092043029964592,-0.010840097000374757,0.17455467581351666,0.0073370873280500515,0.05972686438219126,0.10073664145426901,0.4944804823246811,0.002321539791692374,-0.0020463386811252885,-0.0004742104107854601,-0.0006233866915928941,-0.0265112857143668,0.0068365663344848735,0.0848907700268612,-0.03537076154668844,-0.07041956835054243,0.03179267572737255,0.006834148039376392,0.021657416212536574
Hallucinations,0.10267177548059746,0.14189089977551547,-0.013073659961429136,0.13763347988087302,0.045725358675768636,0.023942979593212937,0.05019109214635579,0.32661392149374024,0.06834000152350096,0.0763295971643425,0.36113917457756023,0.0029060986686395987,0.03614310890606977,0.06335992816512254,-0.00032127021339179503,-0.012100009211111451,0.24516036247976083,-0.011472621794407676,-0.028653078702652834,-0.047887319300343074
Delusions,0.07283147046924031,0.0505713372211572,-0.006150924403155571,0.08584198806984679,0.018963172958544796,0.024145800299554522,0.0907854195037685,0.4225942145166554,0.04596303645454063,0.007541933550548147,0.1393107217395606,0.007492888225169396,0.014386394577514519,0.011508519541448674,0.032127344087187475,0.012836257038123114,0.08929224487517422,-0.0073001110409377495,-0.003766907394009078,0.00027394072816136207
Delirium,0.05981170666332571,0.03299406818618585,0.003855071347659187,0.14691787107758134,0.0976394748257066,-0.0050490728045206,0.05548186785376453,0.06843553646963188,0.023410794518556256,0.08767423771060155,0.30423416028801,0.0048923446317532815,0.029606130648570265,0.04875837446386844,-0.03085371649627109,-0.01747985088977673,0.019159133526091828,-0.022975661809892824,0.0043921023354716714,-0.008517321765590537
Day_night_rhythm_disturbances,0.028210277053649667,0.007095067452608323,-0.002996816533573242,0.23597538913748395,0.05265070168130176,0.009661127621999475,0.017328307118390385,0.0018734220882349853,0.0008568126673841128,0.045974822224371464,0.04257350257351496,-0.007928882546245014,0.0012864982769623169,0.0003875699101445023,0.014130127692271609,0.019314409782663702,0.024625384663651696,0.02191320859968457,0.011799420559351409,0.03484725095263785
Sleep_disturbances,0.09233977510831554,0.09390764028908065,0.004403590558908869,0.1657723821980187,0.12189685503226612,0.1888532233028886,0.05533082699030152,0.0025796680131955707,0.04618866007723011,0.0660930538517158,0.009654352684566379,0.040738454798185234,-0.03405687966143492,0.031655044133755764,-0.03395729238579422,0.013781023471345069,0.28940908861665177,0.08768930360273935,0.09775055389814684,0.029001473350387
Restlessness,0.08614735976848835,0.048485087664389775,-0.02851055947491564,0.412688901266856,0.11289051724608834,0.0657396211783942,0.02997815236857761,0.05454018017517799,0.11411228315338447,-0.020020197004539057,0.12280154896228972,0.008712246966902657,0.027059835887129943,0.03752943366479736,-0.029426586797538717,-0.003914792233331919,0.07212448495130143,0.02270892829466531,-0.009529282720462396,0.012905286713266675
Vivid_dreaming,0.038729279855643846,0.1014887386235171,-0.0009668624759304747,0.009360135094277485,-0.007094358585220368,0.00655706322631775,0.0006204771299290645,0.026900654904454566,-0.00995624281135843,0.028983402314768786,0.049362799066381975,0.0017425390364566619,-0.0045705603227681095,0.02928859701221497,-0.005909191592181743,0.003284678222832215,0.309853365690872,-0.01608826995952582,-0.021274102055928227,-0.004251007465372673
Hearing_problems,0.04077700912433643,-0.001896393907712855,0.011323265335444513,0.010933964767041705,-0.011170724923094103,-0.0034146855186918497,0.01744312542739246,0.006931305886527081,0.024255522930116073,0.0014208272957204453,0.0016040991958971673,-0.01777853560669536,0.02711555414632355,0.040270673699998254,0.0013444356062252319,-0.01849054992187833,-0.007290752392800305,0.1615844766805056,-0.02673754337520753,0.020975374055802593
Visual_problems,0.05956882557455767,0.04022881227459866,0.1838695631747631,-8.472525604965771e-05,-0.007585211827642001,0.008579499355169792,0.0035937264633520297,0.012809782870675171,0.07254749264456402,0.027414144926893598,0.01019907683305815,0.0170460318306699,-0.00405311645758824,0.05897877898274624,-0.0189468036698651,-0.007143661390773678,0.004087676145667752,0.21034596470185987,-0.07352798413896089,-0.03539509434361395
Olfactory_gustatory_dysfunction,0.034082771037599636,0.12158982558124837,0.014228395043215478,-0.011563464715196717,0.016668914085951538,-0.0006012602446199922,-0.0035560801762052185,0.011180584153785865,-0.03196643792704976,0.015474657377223939,-0.017645366398636994,-0.007232319347412247,0.01493564774214424,0.04267587990920275,0.018196840742494856,0.008572172996581534,0.04921002216190094,0.058674999016983635,-0.014600898207435264,-0.006407784263907859
Urinary_incontinence,0.08524465779181853,0.05742918825380026,0.1269853328499205,0.14112256140470766,0.053167530958075866,-0.0016198138297986412,0.008344941598122615,0.010771404230037312,0.1949194340115701,0.0765262998350746,0.030180641283231995,0.016773113854332673,0.005644687984615284,0.43876834020742433,-0.02436384859561325,0.03331113405037647,0.00022836827086050282,0.03190978118073012,-0.008572373530448365,-0.0005508357504750399
Urinary_problems_other,-0.0015979655157216041,0.035845212608190964,0.13119147139989276,-0.010399132403473597,0.02845583155807042,0.024218795586190695,-0.01728366457975743,0.007787478934332728,-0.026688637821180156,0.021166518999335728,0.03193600423442557,-0.02171454725327562,0.006745136681138331,0.32724634591797486,-0.005445965418795919,0.017304022073069917,0.003383701445662666,0.0547536537794206,-0.030424881000436044,0.0394545496610285
Constipation,0.0016506309770259217,0.06702356564441629,0.055268427593965504,0.08038216128901383,0.1086100084524696,0.0208770868608778,-0.007138092726750264,0.01229189147077741,0.026178187391483695,0.041705091413206136,0.03361076708018079,0.06642902504861424,0.004740929013040863,0.24827003671945125,-0.012995716582475345,-0.027408689108438664,0.07396626843741431,0.02928831711559276,0.052455140255033866,-0.0530240074224896
Swallowing_problems_Dysphagia,0.0007801817370361022,0.08934731041690559,0.07107784954802894,0.036469330674605456,0.26837212827789586,-0.017707664762681596,-0.007348395002022267,0.01831626516513684,0.10068605681206938,0.07781663945892255,-0.010233332782505145,0.35444031940787996,0.008780662447108137,0.09062958077992897,-0.020568454118842772,0.03996407956773387,0.03760067246895681,-0.03976840945881592,0.018927357743438192,-0.06333662938917212
Seizures,0.013135157788752695,-0.010430278960901323,0.03699163171364602,0.06813300432096174,0.11887380618894088,0.013807686083645854,-0.010148874240121033,0.002963921410132064,0.035301953636729104,-0.024058280053789752,0.033767477114028825,0.01720381838126933,0.04365305283810387,0.04182373374000527,-0.014894495191085046,0.009513548968799973,0.007650504131682386,-0.006089655388267396,0.028436380435116024,-0.018051496296407753
Orthostatic_hypotension,0.032635627316167336,0.10765909576422517,0.005364883248661424,0.002836250983243244,0.015311473166507224,-0.012994553916940791,-0.0021920917355454698,0.013849705814045297,0.0029233265781469305,0.16450266846526657,0.05918337341808006,0.001512324293305971,-0.01580137517630031,0.0843190367234077,-0.0016478761073953883,0.00638605607447121,0.06860859863425244,0.032643879824330584,0.0012013438304095245,0.015321316289128554
